title,story_points
als gebruiker wil ik een verzoek dienen om aan te sluiten bij een team zodat de team captain mij kan accepteren,30
als teamlid wil ik mijn team verlaten zodat ik als nog alleen kan rechargen,20
als gebruiker wil ik een team kunnen aanmaken zodat ik samen met mijn team genoten een challenge kan doen,30
als gebruiker wil ik zien mijn recharge coach online zodat ik weet hijzij gaat reageren,20
als gebruiker wil ik web links kunnen delen zodat ik mijn recharge coach daarnaar kan verwijzen,30
als gebruiker wil ik een bericht kunnen versturen zodat ik vragen kan stellen aan mijn recharge coach,30
als gebruiker wil ik een notificatie krijgen wanneer een van de coaches reageert op het moment dat mijn applicatie niet actief open staat zodat ik geen nieuwe berichten misloop,20
als gebruiker wil ik mijn chat geschiedennis zien zodat ik weet wat allemaal tegen elkaar gezegt hebben,80
als gebruiker wil ik een overzicht van al mijn chats zien zodat ik naar mijn verschillende chats kan browsen,20
als gebruiker wil ik een recharge week een chatgesprek kunnen starten met een van de recharge coaches zodat ik tips advies kan vragen het programma,20
als gebruiker wil ik altijd een zichtbare terugfunctie zichtbaar return pijltje ook als je onderaan de pagina bent,10
als gebruiker wil ik direct op het laadscherm iets zien wat mij motiveert bewegend beeld video animatie,30
als gebruiker wil ik wanneer ik items afvink op mijn scorecard zien dat het opgeslagen met bijvoorbeeld een button door op de button te klikken kom ik weer uit op de tab scorecard,30
als teamlid wil ik met mijn teamgenoten gesprek blijven zodat ik regelmatig polshoogte kan nemen de vorderingen binnen mijn team,30
als gebruiker wil ik een andere mail ontvangen bij activatie account dan bij wachtwoord vergeten,20
als een gebruiker wil ik de app ook het vlaams kunnen doorlopen zodat ik de app mijn eigen taal kan doorlopen,20
bij downloads recepten quick guide manual doorlinken naar webpagina,20
interactieve belevingselementen 10 momenten waarbij een gifje iets anders te voorschijn komt,30
recharge wil graag dat level 3 uit 7 dagen bestaat,30
recharge graag pushnotificaties kunnen versturen,80
de backend wil recharge graag links toe kunnen voegen aan de teksten bijvoorbeeld link onderaan toelichting taak scorecard,20
als een gebruiker wil ik op mijn android telefoon graag met het android pijltje terug kunnen het menu wanneer ik deze nu gebruik sluit ik de gehele app,50
als iphone gebruiker wil ik wanneer mijn telefoon op stil staat het geluid van de videos media aan kunnen zetten met de volume knoppen,30
teksten app aanpassen op basis van feedback hidde en iris,10
link naar externe website onder resultaten tonen,10
image tonen op bevestiging scherm na aanmaken van recharge week,10
als een gebruiker wil ik mijn gegevens kunnen inzien zodat ik weet welke info recharge van mij heeft,10
als een gebruiker wil ik contact kunnen opnemen met recharge zodat ik eventuele vragen kan stellen,10
als een gebruiker wil ik het site gemiddelde zien zodat ik kan vergelijken met mijn eigen resultaten,30
bevestiging vragen aan de gebruiker om week te stoppen,20
als een gebruiker wil ik geauthenticeerd worden zodat ik mijn account kan gebruiken,30
als een gebruiker wil ik documenten kunnen delen zodat mensen die ik ken de content gemakkelijk kunnen bekijken,20
als een gebruiker wil ik een overzicht van alle media zodat ik kan kiezen welk item ik wil bekijken,30
als een gebruiker wil ik getriggerd worden 3 weken na het einde van mijn week zodat ik mijn prestaties kan meten,20
als een gebruiker wil ik getriggerd worden aan het begin van de week om de enquete te vullen zodat ik mijn prestaties kan meten,10
als een gebruiker wil ik mijn huidige totaalscore zien zodat ik weet hoe ik presteer,20
als een gebruiker wil ik een splash screen zien bij het opstarten van de app zodat ik weet dat de app wordt geladen,10
als een gebruiker wil ik een loading state hebben zodat ik weet dat de app mijn data aan het laden,20
als een gebruiker wil ik een persoonlijk welkomstbericht als ik land binnen de app zodat ik weet dat dit mijn account,10
als een gebruiker wil ik kunnen aangeven welke emails ik ontvang zodat ik alleen de emails ontvang waarin ik geinteresseerd ben,20
als een gebruiker wil ik mijn account kunnen verwijderen zodat ik het recht heb vergeten te kunnen worden,30
als een gebruiker wil ik kunnen uitloggen zodat ik van account kan switchen,20
als een gebruiker wil de taal van de app kunnen wijzigen zodat ik alles begrijp,30
als een gebruiker wil ik documenten kunnen lezen zodat ik meer informatie kan lezen een onderwerp,20
als een gebruiker wil ik videos kunnen bekijken zodat ik begeleide oefeningen kan doen,30
als een gebruiker wil ik mijn wachtwoord kunnen opvragen zodat ik weer kan inloggen als ik mijn wachtwoord ben vergeten,50
als een gebruiker wil ik kunnen inloggen zodat ik gebruik kan maken van het platform,20
als een gebruiker wil ik bij het eerste gebruik een wachtwoord kunnen instellen zodat ik kan inloggen,10
als een gebruiker wil ik mijn lopende week kunnen zien het overzicht zodat ik direct kan navigeren naar de scorecard,20
als een gebruiker wil ik mijn eigen behaalde resultaten bekijken van de week zodat ik kan vergelijken,30
als een gebruiker wil ik getriggerd worden aan het einde van de week om de enquete te vullen zodat ik mijn prestaties kan meten,20
als een gebruiker wil ik meer informatie kunnen opvragen een taak zodat ik weet wat de waarde ervan,20
als een gebruiker wil ik per dag de bijbehorende taken kunnen afvinken zodat mijn score bepaald kan worden,50
als een gebruiker wil ik mijn lopende recharge week kunnen stoppen zodat ik kan opgeven,20
als een gebruiker wil ik mijn lopende recharge week kunnen inzien zodat ik de bijbehorende taken kan uitvoeren,30
als een gebruiker wil ik mijn recharge historie zien zodat ik mijn voorgaande activiteit kan terug zien,30
als een gebruiker wil ik een enquete invullen zodat ik mijn prestaties kan meten,50
als een gebruiker wil ik een level kunnen kiezen zodat ik mijzelf kan blijven challengen,30
als een gebruiker wil ik een startdatum kunnen selecteren zodat ik zelf kan bepalen wanneer ik ga beginnen,20
als een gebruiker wil ik een nieuwe week kunnen starten zodat ik kan rechargen,10
quan want fetch tailored list content user based deep dive assessment result serve path user,20
user want see im starting deepdive assessment level2 know im looking,10
user want see list paragraph content detail page work wellbeing,10
user want mark content read content detail page marked finished path,30
user want see wrote content detail page know content legit,20
user want see quote content detail page work wellbeing,20
user want see video content detail page work wellbeing,30
user want see images content detail page work wellbeing,50
user want see paragraph block content detail page work wellbeing,30
developer want setup wagtail quan use cms system articles,50
user want confirmation complete assessment see results,20
quan want predictors cms tag articles tailored journey path possible create,30
quan want return list articles based provided list low scoring predictors user gets right content improve wellbeing,30
quan want store tailored list content user based deepdive assessment result dont refetch,30
user want content detail page work wellbeing,50
quan want steps individual results locked users within light organisation use campaign,30
quan want create organisation light version use campaign,20
teamlead admin want see teamresults detail page subdimension know people,50
user want see organisation results detail page dimension know people,80
quan want remove companys cycle data integrity maintained,20
quan want add cycle organisation user journeys sync,30
user want option see sources definitions know reliable,10
user want start deep dive assessment provide platform information give tailored wellbeing path,30
user want go back results assessment always see deep dive assessment results,10
admin want see participation stats organisation know need motivate people assessment,20
team lead want summary team results know going well improved,80
team lead admin want see aggregated general wellbeing results team see wellbeing within team,30
user want start new journey im aware started something new,30
quan want update companys cycle data integrity maintained,30
quan want create predictor questions assess user depth generate personalised path,30
quan want able select context assessment level serve correct follow assessment user,30
quan want edit organisation data integrity maintained,30
quan want overview organisations manage,30
quan want update assessment section shows correct information user,30
user want see current journey know steps finished still needs done,80
user want easily click details dimension,30
quan want emails send user branded user knows mail coming,30
user want go back results assessment always see general wellbeing results,20
quan want numeric reference questions quickly find questions im talking,30
user want see datavisualisation overall individual results,80
user want see overall individual results per dimension clear visual matter,30
user want finish assessment see results,20
user want answer questions easily go assessment,30
quan want overview questions manage,30
quan want overview assessments manage,30
quan want able duplicate assessment create new improved version,50
quan want able remove assessment data integrity maintained,20
quan want able publish assessment create assessments without worrying participants see,20
quan want remove sections within assessment controle assessment,20
quan want change order questions within assessment section controle question ordering,30
quan want remove questions assessment section controle whats,20
quan want add questions assessment section controle whats,80
quan want remove contextual question question wont shown anymore,20
quan want edit user information date,50
quan want add organisation give access platform everything setup,20
quan want create sections within assessment serve assessment parts,30
quan want add context question answered multiple contexts,50
quan want create question become part assessment,50
user want tailored content organised way cohesive journey know,50
quan want reuse answers overall wellbeing assessment prevent user answer unnecessary questions,30
user want able select 1 subdimension including context would like improve,30
quan want link content predictors results predictor always show related content right person,30
user want see aggregated general wellbeing results organisation compare results,80
team lead want see participation stats team know need motivate people assessment,20
user want see individual results assessment lvl 2 clear visual matter,50
user want select focus start deepdive assessment,50
user want able go detail dimension get information,80
user want know results expected,30
user want see individual results clear visual matter know score assessment lvl 1,30
quan want able create assessment participants assessment,50
quan want able edit question correct,50
user always want able navigate questions change answers later,50
user want see questions clearly go assessment,50
user want visually see expected progress within assessment,30
user want know assessment results make mind want start assessment,30
user want reset password login platform new password,30
quan want able log platform session ended,10
user want login start using quan platform,80
user want see accept terms conditions quan know agree,50
user want get invitation quan platform start assessment,30
quan want users set password temporary password expire security improved,20
quan want overview users within organisation manage,30
quan want upload spreadsheet essential personal data employees organisation start using platform,80
qoets want drag drop order transaction car templates dont open template want make change ordering,50
use datepickers date inputs instead text inputs exchangecar,20
qoets want see car templates car detail screen dont write text every time,50
qoets want add edit qlantreis template used qlantreizen,05
qoets want overview qlantreis templates manage,20
qoets want add edit car template manage,05
qoets want add edit transaction template manage,10
qoets want overview car templates manage,20
qoets want overview transaction templates manage,05
qoets want roles clear qlantreis label implements well,20
qoets want signature tag prefill image written signature official documents,20
qoets want cc bcc option sending qlantreis email multiple receivers,30
qoets want email address qlantreis search dropdown send qlantreis right address,50
qoets want select email main point contact client dont send emails wrong address,30
qoets want give input tags used copyblocks transactions represents right data,50
qoets want add bpm exchange car,10
qoets want go see page search results easily find looking,30
use inline editing category text visually input,20
qoets want see detail screen email template platform see includes edit,20
qoets want create email template automate writing emails,30
qoets want wysiwyg stay active view scrolling taglist keep eye want put tag,10
qoets want wysiwyg stay active accurate clicked tag keep typing email template,20
qoets want able use tags onderwerp email also automate usage email descriptions,30
qoets want able remove car selection qlantreis also communicate something non car related,20
qoets want car selected qlantreis filled blocks clearly see car im communicating,50
qoets want qlantreis dutch date format communicate native language,10
qoets want manage copy within pricelist transaction send custom information client,50
qoets want able edit description category row,50
qoets want able directly start new entry creating category,20
qoets want similar experience uploading images,50
qoets want specific error message saving info tab,10
qoets want prices roundup omhoog afronden,30
qoets selecting type engine general tab want named differently,05
qoets want get correct error message uploading wrong documents,10
qoets want know switch tab im loosing data,30
car exchange detailview checkboxes well styled,05
qoets want see summary crm profile quick overview client,20
qoets want able add notes crm profile internal communication client,20
qoets want validation adding linkedin url client click bekijk profiel actually go profile,20
qoets want see details car exchange list view,10
qoets want see last sold car crm overview know talk certain client,50
qoets want validation email address crm creation popup know im writing email address correct way,10
qoets want able save specific view dashboard selecting specific filters bookmark,30
qoets want able make table wysiwyg make content look good,50
qoets want search within crm check something client profile,30
qoets want able test vwe connection acceptance,10
qoets want able enter within paragraph wysiwyg editor make content look good,30
qoets want title emailtemplates templatenaam know im talking referring something colleagues,05
qoets want logout session ended,10
qoets want see account im logged know im looking platform right perspective,10
qoets want qlantreis ticket created open finish email send communication client,20
qoets want crm detail page lined well screensizes dont horizontal scroll,30
qoets want see labels dutch read native language,30
qoets want copy disabled fields better readable actually read field says,10
qoets want select different address client creating qlantreis emailtemplate data email accurate,30
qoets want clear emptystates throughout platform,30
qoets want search crm user creating proposal,20
qoets want edit transaction start closing deal,20
qoets want edit proposal transaction change deal,30
qoets want search overview car requests manage,20
qoets want search overview exchange cars find im searching,20
qoets want option select car exchange using email template qlantreis ticket information automatically filled,30
qoets want assign email another qlantreis dont double qlantreizen,30
qoets want change location hamburger menu icon website mobile devices,20
qoets want remove text wij staan voor u klaar block,05
qoets want show options open bottom instead top,10
qoets want select photos using email template qlantreis ticket dont write whole email,50
qoets want personalize page vdp proposal page adding name car person multiple titles,10
qoets want design review inruil block proposal page clients find hard read understand,50
qoets would love load pages similar cars iframe within page customer doesnt go another website,10
qoets want block koerslijst shown input empty,10
user want able easily navigate proposal car qoets,50
qoets want able add products blog pages reuse extra order pages,80
qoets want add zoekopdracht formulier blog page,30
qoets want add review block blog page,30
marketing qoets want able set nofollownoindex per blog page set canonical per page,20
qoets want able filter blogs overview qoetsnlblog use landingpages,30
qoets want detail pages blogs available directly qoetsnl domain,30
qoets want able set page title page description page website available cms,20
qoets want send emails asynchronously wait third party client communicating,20
change buttons sending qlantreis tickets,20
qoets want dashboard filtered see needed,20
qoets want delete custom email footer wont used anymore,10
qoets want create email footer qms system personalize emails,50
qoets want select email template qlantreis ticket dont write whole email,50
qoets want delete email template dont see anymore,10
qoets want filter email template view easily find,20
qoets want overview tickets dashboard easily see service customers better,30
qoets want link car qlantreis know car talking,30
qoets want enrich qlantreis ticket changing type help client keeping history mind,20
qoets want see related options automatically highlighted options double check necessary,30
qoets want automatically select options based dealer text easier select option,50
qoets want add custom options price calculation car qoets specify calculation,30
qoets want select options car specify car,30
qoets want prefill car data based vin number easier create car,50
qoets want check duplicate cars adding one dont insert car twice,20
qoets want able change order extra information arrange layout website,20
qoets want add default option image image shown option image,20
qoets want filter editions easily find need,20
qoets want able edit extra information edition enrich,50
qoets want incoming mail assigned qlantreis dont manually paste data,50
qoets want able plan lead follow,30
qoets want save message concept edit later,30
qoets want edit email footer personalize emails,50
qoets want overview employees know access system,20
qoets want delete employee backoffice wont access plaform anymore,20
qoets want edit employee backoffice change details,20
qoets want employees automatically added qms first login google login use system,50
qoets want edit email template change content,30
qoets want list email templates access,30
qoets want download contract read offline,50
qoets want able add extra information edition enrich,50
qoets want close ticket complete qlantreis,20
qoets want able use tags email template create customized emails,50
qoets want choose standard videos add transaction proposal customer get better insights car,50
qoets want contacts crm synced google contacts know contacted,30
qoets want able add attachments messages send along message upload incoming message,80
qoets want emails sent qmsserviceqoetsnl response ticket automatically added tickets message flow,10
qoets want send messages client messages tracked sent one go,80
qoets want add incoming message ticket easily track communication history,50
qoets want see detailed information ticket get information ticket,30
qoets want assign ticket employee clear responsible,30
qoets want create ticket easy way group client service,50
qoets want overview tickets customer detail page easily see service client,30
qoets want delete car brand redundant brands wont visible anymore search brands,30
qoets want edit car brand change incorrect brands,20
qoets want search transaction overview focus specific transactions,30
qoets want delete images edition remove incorrect images,20
qoets want add images edition customers know edition looks like,20
qoets want login backoffice change content platform,20
qoets want crm user automatically created car request easily reach leads,30
qoets want car request created insights client needs,30
qoets want edit similar car exchange car rectify data car,20
qoets want summary customer later quickly see important data,30
qoets want edit address customer later change customer located,20
qoets want delete address customer wont refer wrong address,20
qoets want add address customer later look customer located,30
qoets want know im adding duplicate customer wont make customer twice,50
qoets want filter customers quickly find customer,50
qoets want overview custom email footer know footers online,30
qoets want filter cars inventory find car quickly,30
qoets want add car brand use platform,20
qoets want overview car brands know ones available platform,20
qoets want print email send client,30
qoets want create email template reuse customers,30
qoets want list exchange cars customer know offering exchange,30
qoets want see car requests customer know car customer looking,30
qoests want see transactions customer know transactions sent,30
qoets want edit customer information uptodate,20
qoets want add customer start service,30
qoets want overview customers manage,50
qoets want search throughout entire platform easily find looking,80
qoets want create edition customers select right car platform,30
qoets want duplicate edition reuse details,20
qoets want delete edition dont keep track anymore,30
qoets want edit edition keep uptodate,30
qoets want overview editions keep track,20
qoets want delete transaction dont keep track anymore,20
qoets want delete car inventory dont keep track anymore,20
qoets want delete customer dont keep track anymore,20
qoets want download proposal read offline,50
qoets want turn proposal contract agreement set stone,50
qoets want publish proposal online customer easily view,30
qoets want create proposal transaction customer knows deal,80
qoets want save transaction draft finish later,20
qoets want create transaction start closing deal,50
qoets want filter transaction overview focus specific transactions,20
qoets want overview transactions know deals close,20
qoets want see details car request use find right car customer,20
qoets want overview car requests manage,20
qoets want add additional information exchange car anything specific known exchange car,20
qoets want add similar car exchange car compare,30
qoets want list similar cars exchange car compare,30
qoets want fill price calculation exchange car customer knows certain price,50
qoets want see summary exchange car quickly get overview car,20
qoets want edit details exchange car change information car,50
qoets want overview exchange cars keep track,30
qoets want add additional information car add internal notes car,80
qoets want fill price calculation car qoets knows certain price,50
qoets want add video car customer knows looks like 3d,20
qoets want add pictures car customer knows looks like,80
qoets want add remarks car buyer knows flaws defects,50
qoets want manage documents car car completely documented,50
qoets want add car inventory know sale,50
qoets want edit car inventory adjust cars im selling,50
qoets want overview cars inventory know cars available,30
titel relevante blogs vdpaanbod veranderen relevante artikelen,05
als qoets wil ik de header van een blog gifvideo willen toevoegen om de content te verrijken,30
als qoets wil ik een blog aan meerdere merkmodellen kunnen toevoegen om de overgangsperiode van modellen te overbruggen,50
als bezoeker wil ik de titel van een foto bij een blogpost lezen zodat ik weet waar een foto gaat,10
als bezoeker wil ik fotos bij een artikel kunnen aanklikken zodat ik hem volle resolutie kan bekijken,20
als bezoeker wil ik reviews kunnen zien de blogs zodat ik weet hoe anderen de diensten van qoets denken,30
als bezoeker wil ik een foto gallery kunnen zien zodat ik de autos van alle kanten kan bekijken,50
als bezoeker wil ik niet op een niet bestaande pagina terecht komen nadat ik op de autoaanvraag link een blogpost heb geklikt,30
als bezoeker wil ik een persoonlijk voorstel kunnen ontvangen zonder mijn naam de url,20
als bezoeker wil ik tabellen kunnen zien op een blogpost zodat ik informatie op een overzichtelijke manier kan lezen,20
als bezoeker wil ik de usps van qoets kunnen zien op de blog overview zodat ik weet waarom ik voor ze zou moeten kiezen,20
als bezoeker wil ik direct de auto kunnen aanvragen die op een blogpost wordt beschreven zodat ik direct actie kan ondernemen,20
als bezoeker wil ik de usps van qoets kunnen zien op een blogpost zodat ik weet waarom ik voor ze zou moeten kiezen,20
als bezoeker wil ik dat de header op alle paginas gelijk zodat ik niet verward raak en op de verkeerde pagina beland,30
als bezoeker wil ik een cookiebar zien zodat ik weet waar mijn gegevens voor gebruikt worden en hier wel niet akkoord mee kan gaan,30
als bezoeker wil ik weten wanneer ik op een pagina ben beland die niet meer bestaat zodat ik niet vastloop op de website,20
als bezoeker wil ik een overzicht van alle vacatures zodat ik weet ik bij qoetsnl kan gaan solliciteren,50
als bezoeker wil ik een overzicht van alle reviews zodat ik kan zien hoe anderen qoetsnl beoordelen,30
als bezoeker wil ik meer weten qoetsnl zodat ik weet met wat voor bedrijf ik te maken heb,50
als bezoeker wil ik meer weten de werknemers van qoetsnl zodat ik weet met wie ik eventueel contact ga hebben,30
als bezoeker wil ik blogposts kunnen filteren op categorie zodat ik alleen zie wat voor mij relevant,30
als bezoeker wil ik videos kunnen zien op een blogpost zodat ik op een eenvoudige en leuke manier meer informatie kan zien,20
als bezoeker wil ik fotos kunnen zien op een blogpost zodat ik visueel zie waar de tekst gaat,20
als bezoeker wil ik een blogpost kunnen delen op facebook zodat ik dit met mijn vrienden kan delen,30
als medewerker van qoets wil ik een categorie kunnen beheren zodat ik hier een blogpost aan kan hangen,10
als medewerker van qoets wil ik een blogpost kunnen hangen aan een meerdere categorien zodat de blogs kunnen indelen los van merkmodel,30
als medewerker van qoets wil ik een blogpost kunnen hangen aan een specifiek merkmodel zodat de blogs kunnen indelen per merkmodel,20
als bezoeker wil vanuit een voorstel van qoets relevante blogs die auto zien zodat ik nog meer kan verdiepen die auto,50
als bezoeker wil vanuit een vdp relevante blogs die auto zien zodat ik nog meer kan verdiepen die auto,50
als bezoeker wil ik blogposts kunnen filteren op merk zodat ik alleen zie wat voor mij relevant,30
als bezoeker wil ik een blogpost kunnen lezen zodat ik kan verdiepen het onderwerp,50
als bezoeker wil ik een blogoverzicht zodat ik nieuwe interessante artikelen kan vinden,50
als qoets wil ik de huidige omgeving een tekstveld waarin het antwoord van de inruilpagina komt zodat de antwoorden relevant zijn,30
als gebruiker wil ik een aanvraag doen voor een auto die niet op voorraad zodat ik alsnog geholpen kan worden,20
als gebruiker wil ik mijn inruilverzoek versturen zodat qoets een inruilaanbod kan opstellen,30
als gebruiker wil ik verdere informatie kunnen geven mijn huidige auto zodat qoets een inruilaanbod kan opstellen,10
als gebruiker wil ik aangeven wat de schade gebreken zijn zodat qoets een inruilaanbod kan opstellen,20
als gebruiker wil ik aangeven de auto technische gebreken heeft zodat qoets een inruilaanbod kan opstellen,10
als gebruiker wil ik aangeven de auto op het moment schade heeft zodat qoets een inruilaanbod kan opstellen,10
als gebruiker wil ik aangeven de auto ooit schade heeft gehad zodat qoets een inruilaanbod kan opstellen,10
als gebruiker wil ik aangeven de auto goed onderhouden zodat qoets een inruilaanbod kan opstellen,10
als gebruiker wil ik aangeven de auto zakelijk prive gekocht zodat qoets een inruilaanbod kan opstellen,10
label als een auto verkochtingeruildingekocht aanpassen,20
styling linkje om blok inuit te klappen aanpassen,10
fonts aanpassen headings en body teksten,30
styling witte background van een blok aanpassen,05
als een gebruiker wil ik weten wat qoets uniek maakt zodat ik weet waarom ik met ze zee moet gaan,20
als klant wil ik voordat ik mijn inruilverzoek verstuur nog de awards zien zodat ik overtuigd ben van de diensten van qoets,20
als gebruiker wil ik een review zien die aansluit bij de gekoppelde auto zodat ik weet hoe anderen denken deze auto,20
als gebruiker wil ik dat mijn gekozen auto wordt gekoppeld aan de inruil pagina zodat dit kan worden meegenomen mijn voorstel,20
als gebruiker wil ik aangeven welke interieur kleur ik mijn auto wil zodat qoets de juiste auto zoekt,20
als klant wil ik geen usp van het qoets zien wanneer ik via de zoekopdracht home naar een auto specifieke zoekopdracht pagina land zodat ik de usp niet opnieuw krijg terug,10
als klant wil ik geen uitleg van het qoets proces zien wanneer ik via de zoekopdracht home naareen autospecifieke zoekopdracht pagina land zodat ik de uitleg niet opnieuw krijg terug,10
als gebruker wil ik een korte introductie wat ik op de pagina moet doen om mijn verzoek te sturen,10
als gebruiker wil ik de usps van qoets zien zodat ik vertrouwen krijg de diensten van qoets,20
als qoets wil ik een email ontvangen dat er een zoekopdracht ingestuurd,20
als gebruiker wil ik het kenteken van mijn auto invullen zodat deze opgezocht kan worden,50
als gebruiker wil ik een opmerking plaatsen bij mijn zoekopdracht zodat ik mijn laatste wensen kan doorgeven,20
als gebruiker wil ik aangeven welke opties ik op mijn auto wil zodat qoets de juiste auto zoekt,20
als gebruiker wil ik aangeven welke exterieur kleur ik mijn auto wil zodat qoets de juiste auto zoekt,20
als gebruiker wil ik aangeven hoeveel kilometers de auto maximaal mag hebben zodat qoets de juiste auto zoekt,30
als gebruiker wil ik aangeven hoe oud de auto mag zijn zodat qoets de juiste auto zoekt,30
als gebruiker wil ik aangeven welk type motor ik mijn auto wil zodat qoets de juiste auto zoekt,20
als gebruiker wil ik een foto zien van de auto die ik gekozen heb zodat ik weet dat ik de juiste heb,50
als qoets wil ik een foto een video kunnen kiezen die op de zoekopdracht pagina getoond worden zodat ik potentiele klanten kan laten zien wat wij kunnen bieden,30
als een gebruiker wil ik weten welke autos al verkocht zijn zodat ik een beeld heb van wat klanten aanschaffen bij qoetsnl,50
als een gebruiker wil ik weten welke autos zijn ingeruild zodat ik weet welke autos ik direct kan aanschaffen,50
als een gebruiker wil ik weten welke autos op voorraad zijn zodat ik weet welke autos ik direct kan aanschaffen,30
als een gebruiker wil ik een introductie van de website zodat ik weet wat qoetsnl,30
als gebruiker wil ik de kilometerstand van mijn auto invullen zodat qoets een passend aanbod kan doen,20
als klant wil ik kunnen zien een auto verkocht zodat ik weet dat ik naar een andere auto moet kijken,10
als gebruiker wil ik een bevestiging van mijn inruilverzoek zodat ik weet dat het gelukt,20
als gebruiker wil ik de conditie van mijn auto doorgeven zodat ik een eerlijk aanbod krijg,10
als gebruiker wil ik de gegevens van mijn huidige auto zien zodat ik weet de goede auto geselecteerd,30
als qoets wil ik een foto een video kunnen kiezen die op de inruil pagina getoond wordt zodat ik potentile klanten een impressie kan geven van de dienst,20
als qoets wil ik de klant overtuigen waarom ze voor ons moeten kiezen zodat ik meer autos kan verkopen,10
als klant wil ik de tijd van mijn telefonische afspraak kunnen aanpassen zodat ik tijd heb om te bellen,30
als klant wil ik fotos zien van de auto van het voorstel zodat ik een goed beeld krijg,10
als klant wil ik een persoonlijke video kunnen bekijken van de werknemers van qoets zodat ik overtuigd kan worden om contact op te nemen,20
als klant wil ik de werknemers contact gegevens van qoets kunnen zien zodat ik zelf contact kan opnemen,20
uitschuif modals voor vdp op mobile voor elk blok,20
als klant wil ik mijn persoonsgegevens kunnen achterlaten zodat qoets mij kan bereiken,20
als klant wil ik zien wie ik moet bellen bij vragen opmerkingen zodat ik weet bij wie ik moet zijn,20
als qoets wil ik mijn medewerkers kunnen beheren zodat hun informatie altijd uptodate,50
checkbox plaatsen dat je akkoord gaat om benaderd te worden,10
als klant wil ik de tijd van mijn telefonische afspraak zien zodat ik weet wanneer ik kan gebeld kan worden,10
als klant wil ik de condities zien van de auto die ik inruil zodat ik kan zien dat dit wordt meegenomen het voorstel,20
als klant wil ik de opties zien van de auto die ik inruil zodat ik kan zien dat dit wordt meegenomen het voorstel,10
als klant wil ik op mijn persoonlijke aanbod reviews zien zodat ik overtuigd ben van de kwaliteit van qoets,10
als klant wil ik voordat ik mijn zoekopdracht verstuur nog de awards zien zodat ik overtuigd ben van de diensten van qoets,30
als klant wil voordat ik mijn zoekopdracht verstuur nog een review zien zodat ik overtuigd ben van de diensten van qoets,20
als klant wil ik een bevestiging dat mijn zoekopdracht verstuurd zodat ik weet dat qoets voor mij aan de slag gaat,30
als klant wil ik mijn persoonsgegevens kunnen achterlaten zodat qoets mij kan bereiken zodra ze een auto hebben gevonden,50
als gebruiker wil ik de autos zien terwijl ik zoek zodat ik makkelijker mijn model kan vinden,50
als klant wil ik kunnen zien hoe het proces van een zoekopdracht elkaar steekt zodat ik kan bepalen dit voor mij van toepassing,50
als klant wil ik bij het zoeken naar een auto een merk kunnen selecteren zodat alleen autos worden getoond van het merk waar ik genteresseerd ben,30
als klant wil ik een onderbouwing zien van de inruil prijs zodat ik weet waarop de prijs gebaseerd,30
als klant wil ik vergelijkbare inruilautos kunnen zien zodat ik weet dat ik een goede inruilprijs heb gekregen,20
als klant wil ik de koerslijst kunnen downloaden zodat ik weet wat de auto waard volgens de anwb,10
als klant wil ik de basis gegevens zien van de auto die ik inruil zodat ik kan zien dat dit wordt meegenomen het voorstel,20
als klant wil ik een inleiding lezen van de auto zodat ik meer te weten kan komen het voorstel,20
als klant wil de prijs bovenaan de pagina zien op de voorstelpagina zodat ik op de hoogte ben van de prijs,20
als klant wil ik de accepteer dit voorstel button altijd beeld hebben op de voorstel pagina zodat ik hem niet hoef te zoeken,50
als klant wil ik een video zien op de vdp en de voorstel pagina zodat ik een impressie heb van de auto,30
als qoets wil ik bel en whatsapp buttons op mobile altijd beeld zodat een klant makkelijk en snel contact kan opnemen,20
als klant wil ik een inruil voorstel kunnen aanvragen zodat ik een bod kan ontvangen voor mijn oude auto,20
als klant wil ik direct contact kunnen opnemen met qoets zodat ik mijn vragen kwijt kan,10
qoets wil ik de lijsten met automerken en types syncen tussen de systemen zodat ik ze maar op 1 plek hoef te beheren,50
als qoets wil ik een captcha mijn voorstel aanvragen popup zodat ik kan valideren dat het echte mensen zijn,10
als klant wil ik een voorstel kunnen aanvragen zodat qoets mij een passend aanbod kan doen,30
als klant wil ik de details inzien van een auto op de detail page zodat ik alle informatie van de auto kan zien,20
als klant wil ik een gallerij op de detail pagina zien zodat ik de auto van alle kanten kan bekijken,30
als klant wil ik mijn voorstel online kunnen bekijken zodat ik alle informatie heb om een weloverwogen beslissing te kunnen maken,20
als gebruiker wil ik reviews zien die relevant zijn aan mijn voorstel zodat ik weet dat ik kan vertrouwen op de service van qoets,30
als qoets wil ik reviews kunnen beheren zodat ik deze kan verrijken met additionele data,30
research fotoselectie de editor lijst ernaast,10
call voor het ophalen van de afbeeldingen bij de auto,30
rich text editor implementeren bij opstellen email,30
select checklist adding car board,20
qoets want define delivery date car,30
add inout date checklist category spuiter uit,80
multiple templates depending category even option,50
todos subtodos used email template,80
open new blank page print page pdf,10
add tag crm supplier supplier show selectable dealer inkoop items system 2,20
possibility add trade cars overview,50
hyperlink detail user pop detail user page lms1,20
selecting one recipients list,40
move car different list advanced,50
basic setup layout boilerplate much,50
make sure right photos taken photoshoot,30
receive required documents client delivering car,80
see actions performed order fulfilling specific task,20
see task fulfilleddismissed delivering car,10
